ZIP Code,Type,State FIPS,Preferred name,Alternate names,Population (2019),Housing units (2019),Median family income (2019),MFI percentile (2019),Latitude,Longitude,Land area,Water area
84651,standard,49,"Payson, UT","Elk Ridge, Spring Lake","26,710","7,563","$76,967",64,39.958,-111.714996,108.918,0.072
84652,PO box,49,"Redmond, UT",,802,327,"$56,731",27,39.016998,-111.867996,11.776,0
84653,standard,49,"Salem, UT","Woodland Hills, Woodland Hls","9,313","2,468","$106,394",88,40.027,-111.643997,22.182,0.022
84654,standard,49,"Salina, UT",Gooseberry,"2,686","1,399","$59,881",33,38.875999,-111.670998,245.821,0.199
84655,standard,49,"Santaquin, UT",Genola,"13,106","3,426","$77,857",65,39.971001,-111.806999,45.548,0.043
84656,PO box,49,"Scipio, UT",,308,165,"$72,500",57,39.136002,-112.068001,18.936,1.172
84657,PO box,49,"Sigurd, UT",,526,206,"$80,167",68,38.819,-111.939003,20.829,0.425
84660,standard,49,"Spanish Fork, UT","Benjamin, Cover Bridge Canyon, Covered Bridge, Lake Shore, Leland, Palmyra","42,027","11,397","$83,750",73,40.120998,-111.695999,139.473,0.249
84662,PO box,49,"Spring City, UT",,"1,437",610,"$59,028",32,39.429001,-111.472,79.019,0.009
84663,standard,49,"Springville, UT",,"34,063","9,941","$77,304",65,40.166,-111.495003,136.792,0
84664,standard,49,"Mapleton, UT",Springville,"9,586","2,655","$118,000",91,40.115002,-111.565002,17.084,0
84665,PO box,49,"Sterling, UT",,551,199,"$90,078",79,39.195999,-111.669998,22.571,1.055
84667,standard,49,"Wales, UT",,392,128,"$57,218",28,39.5,-111.665001,16.319,0.508
84701,standard,49,"Richfield, UT","Venice, Bowery Haven, Burrville, Fish Lake","9,005","3,483","$57,313",28,38.601002,-111.697998,268.205,1.744
84710,PO box,49,"Alton, UT",,218,197,"$45,625",11,37.481998,-112.477997,30.656,0.044
84711,PO box,49,"Annabella, UT",,843,284,"$80,313",69,38.669998,-112.023003,36.295,0.142
84712,standard,49,"Antimony, UT",Angle,115,166,"$55,625",25,37.993,-111.931999,203.604,4.122
84713,standard,49,"Beaver, UT","Cove Fort, Manderfield, North Creek","3,484","1,747","$66,250",46,38.321999,-112.651001,101.824,0.015
84714,standard,49,"Beryl, UT",Beryl Junction,703,470,"$54,359",23,37.848,-113.723999,397.364,0.07
84715,PO box,49,"Bicknell, UT",,328,223,"$62,500",38,38.290001,-111.549004,28.505,0
84716,PO box,49,"Boulder, UT",Boulder Town,338,252,"$83,500",72,37.944,-111.442001,254.944,0.324
84718,PO box,49,"Cannonville, UT",,322,125,"$88,125",77,37.540001,-112.044998,29.382,0
84719,PO box,49,"Brian Head, UT",,69,"1,929",,,37.673,-112.809998,60.426,0.015
84720,standard,49,"Cedar City, UT","Enoch, Pintura","21,883","8,321","$63,845",41,37.591,-113.191002,311.067,1.825
84721,standard,49,"Cedar City, UT","Enoch, Pintura","23,797","8,200","$64,962",43,37.77,-113.079002,253.457,1.224
84722,standard,49,"Central, UT",,883,474,"$57,750",29,37.458,-113.605003,13.896,0.058
84723,PO box,49,"Circleville, UT",,760,349,"$60,938",35,38.18,-112.251999,15.678,0.003
84724,standard,49,"Elsinore, UT",,"1,188",518,"$56,944",28,38.674999,-112.149002,3.862,0
84725,PO box,49,"Enterprise, UT",,"1,535",541,"$60,000",33,37.540001,-113.779999,168.005,0.699
84726,PO box,49,"Escalante, UT",,773,599,"$65,357",44,37.738998,-111.587997,375.168,0.204
84728,standard,49,"Garrison, UT","Bethel, Eskdale, Petra",35,15,,,39.294998,-113.906998,335.541,0.464
84729,PO box,49,"Glendale, UT",,268,168,"$74,000",59,37.362999,-112.658997,99.481,0.003
84730,PO box,49,"Glenwood, UT",,313,112,"$96,563",83,38.736,-112.018997,11.08,0.021
84731,standard,49,"Greenville, UT",Adamsville,201,62,"$68,182",49,38.252998,-112.852997,77.308,0.006
84732,standard,49,"Greenwich, UT",,51,58,"$132,727",94,38.445,-111.902,9.422,0
84733,standard,49,"Gunlock, UT",,100,80,"$48,239",13,37.258999,-113.775002,109.852,0.4
84734,PO box,49,"Hanksville, UT",,310,148,"$58,750",31,38.305,-110.652,863.203,2.944
84735,PO box,49,"Hatch, UT",,234,298,"$81,563",70,37.640999,-112.431,127.567,0
84736,PO box,49,"Henrieville, UT",,265,98,"$73,333",58,37.549999,-111.998001,8.792,0.003
84737,standard,49,"Hurricane, UT",Apple Valley,"18,226","7,328","$68,210",49,37.044998,-113.206001,197.176,0.97
84738,standard,49,"Ivins, UT",Kayenta,"8,736","4,031","$71,370",55,37.174,-113.706001,22.078,0.06
84739,standard,49,"Joseph, UT",,462,211,"$64,375",42,38.629002,-112.206001,27.733,0
84740,PO box,49,"Junction, UT",,253,124,"$40,417",6,38.298,-112.259003,48.091,1.645
84741,standard,49,"Kanab, UT","Big Water, Canyon Point, Glen Canyon","6,021","2,851","$70,985",54,37.187,-112.249001,999.999,0.567
84742,PO box,49,"Kanarraville, UT",,246,113,"$53,500",21,37.540001,-113.208,27.802,0.009
84743,PO box,49,"Kingston, UT",,17,4,,,38.174,-112.138,31.474,0
84744,PO box,49,"Koosharem, UT",,323,202,"$50,521",17,38.619999,-111.943001,38.496,0.011
84745,standard,49,"La Verkin, UT",,"4,376","1,553","$55,035",24,37.231998,-113.245003,17.304,0
84746,PO box,49,"Leeds, UT",,"1,103",571,"$48,571",14,37.243,-113.356003,9.267,0
84747,standard,49,"Loa, UT",Fremont,"1,093",582,"$62,500",38,38.407001,-111.643997,67.25,0
84749,PO box,49,"Lyman, UT",,248,124,"$101,500",86,38.431,-111.528999,39.53,0.01
84750,PO box,49,"Marysvale, UT",,708,350,"$39,853",6,38.438999,-112.192001,126.298,0.126
84751,standard,49,"Milford, UT",Burbank,"2,064",797,"$70,446",53,38.382999,-112.928001,298.984,0.082
84752,PO box,49,"Minersville, UT",,933,405,"$69,911",52,38.187,-112.873001,33.006,1.549
84753,standard,49,"Modena, UT",Uvada,13,8,,,37.994999,-113.817001,352.056,0.061
84754,standard,49,"Monroe, UT","Austin, Central Valley, Central Vly","4,022","1,570","$65,515",44,38.624001,-112.109001,63.334,0.017
84755,PO box,49,"Mount Carmel, UT",,72,50,"$76,719",64,37.23,-112.769997,80.29,0.002
84756,PO box,49,"Newcastle, UT",Pinto,291,211,"$36,645",4,37.574001,-113.569,145.528,0.17
84757,standard,49,"New Harmony, UT",,"1,275",631,"$60,841",35,37.459,-113.264,51.085,0.085
84758,PO box,49,"Orderville, UT",,685,323,"$72,500",57,37.319,-112.722,77.223,0
84759,standard,49,"Panguitch, UT",Spry,"2,150","1,487","$65,050",44,37.907001,-112.399002,496.764,1.66
84760,PO box,49,"Paragonah, UT",,531,268,"$75,250",61,37.955002,-112.668999,143.046,0.109
84761,PO box,49,"Parowan, UT",,"3,350","1,554","$63,704",41,37.875,-112.848,151.997,0.243
84762,PO box,49,"Duck Creek Village, UT",Duck Crk Vlg,78,"2,613",,,37.48,-112.728996,223.818,0.504
84763,PO box,49,"Rockville, UT",,223,179,"$52,250",19,37.141998,-113.070999,16.767,0
84764,PO box,49,"Bryce, UT","Bryce Canyon, Bryce Canyon City, Bryce Cyn Cty, Rubys Inn",299,205,"$68,906",51,37.611,-112.153,51.984,0
84765,standard,49,"Santa Clara, UT",,"7,168","2,564","$93,550",81,37.125999,-113.676003,9.536,0.014
84766,standard,49,"Sevier, UT",,327,106,"$43,631",8,38.576,-112.317001,53.589,0
84767,PO box,49,"Springdale, UT","Zion National Park, Zion Ntl Park",499,428,"$66,250",46,37.237,-112.987,261.016,0
84770,standard,49,"Saint George, UT","St George, Diamond Valley, Harrisburg Junction, Middleton, Winchester Hills","42,578","19,420","$66,186",46,37.186001,-113.610001,52.439,0.004
84771,PO box,49,"Saint George, UT",St George,,,,,,,,
84772,PO box,49,"Summit, UT",,228,91,"$44,531",9,37.773998,-112.938004,6.801,0.002
84773,standard,49,"Teasdale, UT",Grover,339,247,"$43,864",9,38.226002,-111.341003,100.305,0.01
84774,standard,49,"Toquerville, UT",,"1,779",549,"$80,000",68,37.290001,-113.280998,41.549,0
84775,standard,49,"Torrey, UT","Caineville, Capitol Reef, Fruita",371,354,"$67,500",48,37.933998,-110.948997,502.831,0.208
84776,PO box,49,"Tropic, UT",,506,261,"$59,821",33,37.636002,-112.077003,9.994,0.022
84779,standard,49,"Virgin, UT",Springdale,662,612,"$85,500",74,37.334999,-113.122002,206.202,0.435
84780,standard,49,"Washington, UT",,"26,087","10,396","$74,823",61,37.125999,-113.494003,36.713,0.036
84781,standard,49,"Pine Valley, UT",,168,467,,,37.411999,-113.461998,71.789,0.012
84782,standard,49,"Veyo, UT","Brookside, Saint George","1,110",388,"$82,178",71,37.348999,-113.664001,24.563,0.008
84783,standard,49,"Dammeron Valley, UT","Dammeron Vly, Dammeron, Saint George",786,346,"$61,635",37,37.240002,-113.700996,47.137,0.022
84784,PO box,49,"Hildale, UT",,"2,910",531,,,37.025002,-112.963997,14.146,0
84790,standard,49,"Saint George, UT","St George, Bloomington, Bloomington Hills","45,709","17,699","$71,768",56,37.043999,-113.577003,44.242,0.452
84791,PO box,49,"Saint George, UT",St George,,,,,,,,
85001,PO box,4,"Phoenix, AZ",,,,,,,,,
85002,PO box,4,"Phoenix, AZ",,,,,,,,,
85003,standard,4,"Phoenix, AZ",,"8,499","4,929","$100,357",85,33.451,-112.078003,1.851,0
85004,standard,4,"Phoenix, AZ",,"7,164","4,180","$107,619",88,33.452,-112.07,2.04,0
85005,PO box,4,"Phoenix, AZ",,,,,,,,,
85006,standard,4,"Phoenix, AZ",,"27,206","10,589","$38,060",4,33.465,-112.049004,3.904,0.001
85007,standard,4,"Phoenix, AZ",,"14,428","6,145","$42,428",8,33.448002,-112.091003,4.515,0.018
85008,standard,4,"Phoenix, AZ",,"62,340","24,305","$44,428",9,33.463001,-111.985001,10.467,0.055
85009,standard,4,"Phoenix, AZ",,"51,711","14,607","$35,511",3,33.443001,-112.127998,15.6,0.044
85010,PO box,4,"Phoenix, AZ",,,,,,,,,
85011,PO box,4,"Phoenix, AZ",,,,,,,,,
85012,standard,4,"Phoenix, AZ",,"7,492","4,170","$120,714",92,33.507999,-112.070999,2.194,0.004
85013,standard,4,"Phoenix, AZ",,"21,028","11,259","$90,956",79,33.511002,-112.084999,3.718,0.01
85014,standard,4,"Phoenix, AZ",,"27,623","15,092","$65,755",45,33.507,-112.057999,4.18,0.01
85015,standard,4,"Phoenix, AZ",,"41,895","17,126","$41,635",7,33.508999,-112.101997,4.883,0.011
85016,standard,4,"Phoenix, AZ",,"35,930","20,270","$75,221",61,33.512001,-112.018997,9.031,0.078
85017,standard,4,"Phoenix, AZ",,"42,656","13,415","$42,131",7,33.508999,-112.123001,5.242,0.008
85018,standard,4,"Phoenix, AZ",,"38,473","19,625","$110,720",89,33.506001,-111.985001,11.114,0.044
85019,standard,4,"Phoenix, AZ",,"27,813","8,523","$42,485",8,33.508999,-112.144997,3.75,0.006
85020,standard,4,"Phoenix, AZ",,"35,361","17,838","$75,410",62,33.567001,-112.054001,8.891,0.025
85021,standard,4,"Phoenix, AZ",,"43,378","18,333","$58,514",31,33.558998,-112.093002,6.726,0.029
85022,standard,4,"Phoenix, AZ",,"51,920","23,351","$71,475",55,33.626999,-112.047997,9.355,0.002
85023,standard,4,"Phoenix, AZ",,"34,268","14,119","$67,726",49,33.634998,-112.094002,7.308,0.007
85024,standard,4,"Phoenix, AZ",,"24,834","10,924","$94,785",82,33.736,-112.029999,28.176,0.074
85025,standard,4,"Phoenix, AZ",,,,,,,,,
85026,standard,4,"Phoenix, AZ",,,,,,,,,
85027,standard,4,"Phoenix, AZ",,"37,873","17,538","$71,853",56,33.68,-112.093002,14.057,0.024
85028,standard,4,"Phoenix, AZ",,"19,334","8,780","$111,467",90,33.576,-112.008003,10.023,0.001
85029,standard,4,"Phoenix, AZ",,"47,080","18,626","$55,436",25,33.595001,-112.110001,9.543,0.033
85030,PO box,4,"Phoenix, AZ",,,,,,,,,
85031,standard,4,"Phoenix, AZ",,"33,886","8,938","$44,212",9,33.493999,-112.167,4.054,0.012
85032,standard,4,"Phoenix, AZ",,"73,203","30,310","$68,381",50,33.625999,-112.002998,12.421,0.007
85033,standard,4,"Phoenix, AZ",,"64,832","16,958","$42,131",7,33.493,-112.209999,6.096,0.01
85034,standard,4,"Phoenix, AZ",,"5,045","2,326","$28,846",1,33.43,-112.014,11.422,0.052
85035,standard,4,"Phoenix, AZ",,"59,660","16,188","$43,902",9,33.471001,-112.195,5.713,0
85036,PO box,4,"Phoenix, AZ",,,,,,,,,
85037,standard,4,"Phoenix, AZ",,"54,817","15,610","$58,578",31,33.487,-112.267998,8.186,0.013
85038,PO box,4,"Phoenix, AZ",,,,,,,,,
85039,standard,4,"Phoenix, AZ",,,,,,,,,
85040,standard,4,"Phoenix, AZ",,"35,204","11,273","$42,542",8,33.405998,-112.025002,10.174,0.029
85041,standard,4,"Phoenix, AZ",,"62,152","18,670","$57,596",29,33.386002,-112.110001,15.857,0.032
85042,standard,4,"Phoenix, AZ",,"47,957","16,013","$63,518",40,33.368999,-112.043999,15.031,0
85043,standard,4,"Phoenix, AZ",,"38,704","10,261","$51,466",18,33.431999,-112.196999,19.19,0.289
85044,standard,4,"Phoenix, AZ",,"41,746","18,853","$94,631",82,33.353001,-112.018997,14.439,0.044
85045,standard,4,"Phoenix, AZ",,"7,008","2,835","$147,457",96,33.299,-112.106003,3.597,0
85046,PO box,4,"Phoenix, AZ",,,,,,,,,
85048,standard,4,"Phoenix, AZ",,"35,765","14,326","$119,706",92,33.313,-112.056999,19.732,0.068
85050,standard,4,"Phoenix, AZ",,"32,039","12,629","$113,432",90,33.682999,-111.998001,14.579,0.043
85051,standard,4,"Phoenix, AZ",,"45,313","16,708","$49,900",16,33.558998,-112.132004,6.317,0.05
85053,standard,4,"Phoenix, AZ",,"30,608","12,201","$63,812",41,33.630001,-112.132004,5.21,0
85054,standard,4,"Phoenix, AZ",,"7,785","5,446","$124,483",93,33.679001,-111.941002,9.001,0.077
85055,standard,4,"Phoenix, AZ",,,,,,,,,
85060,PO box,4,"Phoenix, AZ",,,,,,,,,
85061,PO box,4,"Phoenix, AZ",,,,,,,,,
85062,PO box,4,"Phoenix, AZ",,,,,,,,,
85063,PO box,4,"Phoenix, AZ",,,,,,,,,
85064,PO box,4,"Phoenix, AZ",,,,,,,,,
85065,standard,4,"Phoenix, AZ",,,,,,,,,
85066,PO box,4,"Phoenix, AZ",,,,,,,,,
85067,PO box,4,"Phoenix, AZ",,,,,,,,,
85068,PO box,4,"Phoenix, AZ",,,,,,,,,
85069,PO box,4,"Phoenix, AZ",,,,,,,,,
85070,PO box,4,"Phoenix, AZ",,,,,,,,,
85071,PO box,4,"Phoenix, AZ",,,,,,,,,
85072,PO box,4,"Phoenix, AZ",,,,,,,,,
85073,standard,4,"Phoenix, AZ",,,,,,,,,
85074,PO box,4,"Phoenix, AZ",,,,,,,,,
85075,PO box,4,"Phoenix, AZ",,,,,,,,,
85076,PO box,4,"Phoenix, AZ",,,,,,,,,
85078,PO box,4,"Phoenix, AZ",,,,,,,,,
85079,PO box,4,"Phoenix, AZ",,,,,,,,,
85080,PO box,4,"Phoenix, AZ",,,,,,,,,
85082,PO box,4,"Phoenix, AZ",,,,,,,,,
85083,standard,4,"Phoenix, AZ",,"19,923","6,882","$127,995",94,33.724998,-112.158997,9.846,0
85085,standard,4,"Phoenix, AZ",,"23,700","9,580","$120,602",92,33.750999,-112.091003,25.613,0.005
85086,standard,4,"Phoenix, AZ","Anthem, Desert Hills","42,179","16,776","$114,243",91,33.816002,-112.120003,58.335,0.042
85087,standard,4,"New River, AZ",Phoenix,"7,991","3,357","$81,467",70,33.924999,-112.126999,74.966,0.009
85097,standard,4,"Phoenix, AZ",Census Bureau,,,,,,,,
85098,unique,4,"Phoenix, AZ",Ctc,,,,,,,,
85117,standard,4,"Apache Junction, AZ",Apache Jct,,,,,,,,
85118,standard,4,"Gold Canyon, AZ","Apache Jct, Apache Junction, Queen Valley, Superstition Mountain, Superstition Mtn, Suprstitn Mtn","13,091","8,916","$79,814",68,33.402,-111.351997,159.387,0.012
85119,standard,4,"Apache Junction, AZ",Apache Jct,"24,255","13,893","$67,814",49,33.41,-111.501999,44.031,0
85120,standard,4,"Apache Junction, AZ",Apache Jct,"31,842","18,238","$57,544",29,33.402,-111.568001,17.863,0.021
85121,standard,4,"Bapchule, AZ",Sacaton,"1,499",719,"$34,107",3,33.144001,-111.921997,73.427,0.08
85122,standard,4,"Casa Grande, AZ","Eleven Mile, Eleven Mile Corner","58,724","22,535","$57,609",29,32.917,-111.744003,50.019,0
85123,standard,4,"Arizona City, AZ",Casa Grande,"11,265","5,430","$48,700",14,32.715,-111.697998,26.558,0.075
85127,standard,4,"Chandler Heights, AZ","Chandler Hts, Queen Creek",,,,,,,,
85128,standard,4,"Coolidge, AZ",,"17,053","5,340","$50,590",17,32.990002,-111.538002,163.363,1.729
85130,standard,4,"Casa Grande, AZ",,,,,,,,,
85131,standard,4,"Eloy, AZ",Toltec,"20,055","4,533","$49,914",16,32.673,-111.546997,269.609,0.287
85132,standard,4,"Florence, AZ",,"39,903","10,934","$58,815",31,32.926998,-111.214996,603.99,0.455
85135,standard,4,"Hayden, AZ",,490,295,"$39,844",6,33.004002,-110.786003,0.441,0.002
85137,standard,4,"Kearny, AZ",,"2,535","1,265","$69,219",51,33.136002,-111.023003,206.769,1.273
85138,standard,4,"Maricopa, AZ",,"38,446","14,384","$81,228",70,33.007999,-111.989998,74.064,0.114
85139,standard,4,"Maricopa, AZ",Mobile,"17,939","6,948","$61,689",37,32.98,-112.144997,193.395,0.031
85140,standard,4,"San Tan Valley, AZ","Queen Creek, San Tan Vly","47,244","16,266","$80,587",69,33.244999,-111.543999,33.536,0
85141,standard,4,"Picacho, AZ",,430,168,"$39,091",5,32.643002,-111.436996,41.948,0.041
85142,standard,4,"Queen Creek, AZ","Chandler Heights, Chandler Hts, San Tan Valley, San Tan Vly","71,423","24,075","$100,165",85,33.200001,-111.636002,70.977,0.041
85143,standard,4,"San Tan Valley, AZ","Queen Creek, San Tan Vly","39,153","16,179","$70,649",54,33.159,-111.518997,35.962,0
85145,standard,4,"Red Rock, AZ",,"4,203","1,249","$72,668",57,32.546001,-111.348,22.226,0.003
85147,standard,4,"Sacaton, AZ",,"3,644","1,403","$26,063",0,33.129002,-111.733002,71.31,0
85172,standard,4,"Stanfield, AZ",,"1,991",541,"$69,950",52,32.882999,-111.953003,65.857,0.223
85173,standard,4,"Superior, AZ",,"3,098","1,715","$57,917",30,33.27,-111.123001,37.314,0
85178,standard,4,"Apache Junction, AZ",Apache Jct,,,,,,,,
85190,standard,4,"Tortilla Flat, AZ","Apache Jct, Apache Junction",,,,,,,,
85191,standard,4,"Valley Farms, AZ",,,,,,,,,
85192,standard,4,"Winkelman, AZ",Dudleyville,"2,616","1,029","$60,648",35,32.963001,-110.679001,363.581,0.268
85193,standard,4,"Casa Grande, AZ",,"6,142","1,869","$53,260",21,32.803001,-111.818001,259.106,0.025
85194,standard,4,"Casa Grande, AZ",,"7,948","3,924","$61,429",36,32.901001,-111.627998,75.914,0.034
85201,standard,4,"Mesa, AZ",,"54,110","22,274","$46,125",11,33.433998,-111.849998,9.325,0.518
85202,standard,4,"Mesa, AZ",,"40,364","17,478","$63,663",41,33.380001,-111.875,6.273,0.139
85203,standard,4,"Mesa, AZ",,"39,797","13,768","$64,518",43,33.450001,-111.803001,9.161,0.478
85204,standard,4,"Mesa, AZ",,"67,924","23,685","$57,339",28,33.396,-111.787003,9.905,0.005
85205,standard,4,"Mesa, AZ",,"43,135","22,668","$69,802",52,33.431999,-111.719002,9.785,0.003
85206,standard,4,"Mesa, AZ",,"37,230","18,968","$64,179",42,33.396,-111.717003,9.555,0.027
85207,standard,4,"Mesa, AZ",,"49,863","21,580","$88,171",77,33.455002,-111.638,29.857,0.101
85208,standard,4,"Mesa, AZ",,"37,109","18,969","$62,989",39,33.403,-111.627998,8.981,0.059
85209,standard,4,"Mesa, AZ",,"41,407","21,049","$74,274",60,33.375,-111.639,11.072,0.003
85210,standard,4,"Mesa, AZ",,"41,073","15,976","$48,274",14,33.389999,-111.844002,6.584,0.007
85211,PO box,4,"Mesa, AZ",,,,,,,,,
85212,standard,4,"Mesa, AZ",,"37,204","12,264","$110,018",89,33.321999,-111.635002,35.427,0.042
85213,standard,4,"Mesa, AZ",,"36,916","15,185","$82,449",71,33.449001,-111.768997,9.478,0.204
85214,PO box,4,"Mesa, AZ",,,,,,,,,
85215,standard,4,"Mesa, AZ",,"16,471","9,154","$85,250",74,33.512001,-111.579002,82.872,2.096
85216,PO box,4,"Mesa, AZ",,,,,,,,,
85224,standard,4,"Chandler, AZ",,"43,834","18,388","$86,842",76,33.324001,-111.877998,9.332,0
85225,standard,4,"Chandler, AZ",,"70,356","27,053","$71,907",56,33.317001,-111.830002,12.809,0.002
85226,standard,4,"Chandler, AZ",,"39,157","15,140","$97,854",84,33.251999,-112.010002,80.159,0.282
85233,standard,4,"Gilbert, AZ",,"35,640","13,668","$101,618",86,33.354,-111.810997,9.734,0.134
85234,standard,4,"Gilbert, AZ",,"49,056","16,509","$93,421",81,33.362,-111.740997,11.9,0.032
85236,standard,4,"Higley, AZ",,,,,,,,,
85244,PO box,4,"Chandler, AZ",,,,,,,,,
85246,PO box,4,"Chandler, AZ",,,,,,,,,
85248,standard,4,"Chandler, AZ",Sun Lakes,"35,040","18,872","$101,029",85,33.215,-111.870003,30.229,0.099
85249,standard,4,"Chandler, AZ",,"39,618","15,225","$130,034",94,33.224998,-111.795998,13.812,0.028
85250,standard,4,"Scottsdale, AZ",,"17,688","10,363","$95,492",82,33.534,-111.887001,9.412,0.096
85251,standard,4,"Scottsdale, AZ",,"41,102","25,567","$84,521",74,33.493999,-111.918999,7.369,0.038
85252,PO box,4,"Scottsdale, AZ",,,,,,,,,
85253,standard,4,"Paradise Valley, AZ","Paradise Vly, Scottsdale","18,811","9,088","$210,425",99,33.544998,-111.958,17.979,0.077
85254,standard,4,"Scottsdale, AZ",,"47,185","20,390","$112,515",90,33.615002,-111.952003,13.634,0.032
85255,standard,4,"Scottsdale, AZ",,"43,956","22,743","$154,757",97,33.667999,-111.822998,87.572,0.059
85256,standard,4,"Scottsdale, AZ",,"6,173","1,825","$41,292",7,33.500999,-111.844002,33.009,0.843
85257,standard,4,"Scottsdale, AZ",,"33,392","16,195","$77,000",64,33.462002,-111.916,6.558,0.045
85258,standard,4,"Scottsdale, AZ",,"25,755","16,273","$116,525",91,33.563999,-111.896004,8.569,0.224
85259,standard,4,"Scottsdale, AZ",,"23,364","11,070","$142,963",96,33.601002,-111.808998,20.49,0
85260,standard,4,"Scottsdale, AZ",,"39,861","21,126","$121,548",92,33.611,-111.890999,14.527,0.01
85261,PO box,4,"Scottsdale, AZ",,,,,,,,,
85262,standard,4,"Scottsdale, AZ",,"11,872","8,010","$139,803",95,33.834999,-111.806,126.551,0.064
85263,standard,4,"Rio Verde, AZ",Scottsdale,"2,907","2,159","$119,449",92,33.84,-111.524002,337.833,3.994
85264,standard,4,"Fort Mcdowell, AZ",Scottsdale,"1,345",448,"$59,063",32,33.634998,-111.531998,213.334,3.068
85266,standard,4,"Scottsdale, AZ",,"13,253","7,021","$158,103",97,33.765999,-111.917999,17.131,0.001
85267,PO box,4,"Scottsdale, AZ",,,,,,,,,
85268,standard,4,"Fountain Hills, AZ","Fountain Hls, Scottsdale","25,022","14,660","$103,474",86,33.605999,-111.742996,20.631,0.089
85269,PO box,4,"Fountain Hills, AZ","Fountain Hls, Scottsdale",,,,,,,,
85271,PO box,4,"Scottsdale, AZ",,,,,,,,,
85274,PO box,4,"Mesa, AZ",,,,,,,,,
85275,PO box,4,"Mesa, AZ",,,,,,,,,
85277,PO box,4,"Mesa, AZ",,,,,,,,,
85280,PO box,4,"Tempe, AZ",,,,,,,,,
85281,standard,4,"Tempe, AZ",,"66,833","28,944","$47,684",13,33.426998,-111.933998,13.355,0.131
85282,standard,4,"Tempe, AZ",,"55,664","25,081","$73,516",59,33.394001,-111.932999,11.173,0.017
85283,standard,4,"Tempe, AZ",Guadalupe,"51,495","21,210","$78,133",66,33.365002,-111.931999,8.787,0.139
85284,standard,4,"Tempe, AZ",,"19,909","7,697","$136,735",95,33.338001,-111.934998,7.759,0.03
85285,PO box,4,"Tempe, AZ",,,,,,,,,
85286,standard,4,"Chandler, AZ",,"44,885","15,444","$121,587",92,33.271999,-111.832001,16.244,0.015
85287,unique,4,"Tempe, AZ","Arizona State University, ASU, Arizona State Univ",,,,,,,,
85295,standard,4,"Gilbert, AZ",,"47,791","15,649","$109,383",89,33.303001,-111.741997,12.642,0.01
85296,standard,4,"Gilbert, AZ",,"44,564","14,703","$104,874",87,33.332001,-111.75,11.322,0.002
85297,standard,4,"Gilbert, AZ",,"33,868","10,247","$110,349",89,33.278,-111.731003,10.552,0.004
85298,standard,4,"Gilbert, AZ",,"31,593","11,107","$120,074",92,33.241001,-111.726997,14.304,0
85299,PO box,4,"Gilbert, AZ",,,,,,,,,
85301,standard,4,"Glendale, AZ",,"68,579","24,668","$38,516",5,33.535,-112.181999,9.271,0.002
85302,standard,4,"Glendale, AZ",,"40,186","15,726","$56,964",28,33.568001,-112.178001,6.102,0.003
85303,standard,4,"Glendale, AZ",,"35,142","10,297","$60,603",34,33.533001,-112.221001,6.332,0
85304,standard,4,"Glendale, AZ",,"28,113","10,031","$73,350",58,33.599998,-112.178001,5.568,0.03
85305,standard,4,"Glendale, AZ",,"13,370","4,735","$85,323",74,33.532001,-112.255997,6.336,0
85306,standard,4,"Glendale, AZ",,"25,520","9,524","$75,272",61,33.625,-112.177002,5.605,0.016
85307,standard,4,"Glendale, AZ",Luke Afb,"11,108","3,724","$66,063",45,33.540001,-112.314003,12.275,0.107
85308,standard,4,"Glendale, AZ",,"66,706","26,439","$91,738",80,33.66,-112.184998,17.002,0.337
85309,standard,4,"Glendale Luke Afb, AZ","Gbafaf, Glendale, Luke Afb",678,0,,,33.535,-112.376999,3.431,0
85310,standard,4,"Glendale, AZ",,"20,267","6,994","$118,429",92,33.708,-112.158997,9.104,0.015
85311,PO box,4,"Glendale, AZ",,,,,,,,,
85312,PO box,4,"Glendale, AZ",,,,,,,,,
85318,PO box,4,"Glendale, AZ",,,,,,,,,
85320,PO box,4,"Aguila, AZ",,"1,207",438,"$37,847",4,33.91,-113.209999,544.153,0.06
85321,standard,4,"Ajo, AZ",,"4,009","2,538","$37,063",4,32.237999,-112.653,999.999,0.283
85322,standard,4,"Arlington, AZ",,670,371,"$52,500",20,33.159,-112.872002,342.404,0.021
85323,standard,4,"Avondale, AZ",Avondale-goodyear,"43,968","13,714","$54,984",24,33.418999,-112.327003,18.588,0.003
85324,standard,4,"Black Canyon City, AZ","Black Cyn Cty, Rock Springs","2,825","1,747","$41,875",7,34.118999,-112.043999,293.141,0
85325,PO box,4,"Bouse, AZ",,"1,288",961,"$53,631",22,33.992001,-113.911003,830.385,0.461
85326,standard,4,"Buckeye, AZ",,"63,317","17,997","$65,722",45,33.293999,-112.591003,368.675,0.062
85327,PO box,4,"Cave Creek, AZ",,,,,,,,,
85328,standard,4,"Cibola, AZ",,367,288,,,33.252998,-114.620003,174.357,4.08
85329,PO box,4,"Cashion, AZ",,,,,,,,,
85331,standard,4,"Cave Creek, AZ",,"30,727","13,409","$124,460",93,33.879002,-111.913002,112.374,0.018
85332,PO box,4,"Congress, AZ",,"1,747","1,009","$53,229",21,34.181,-112.904999,415.122,0.052
85333,standard,4,"Dateland, AZ",,565,404,"$51,250",18,33.021999,-113.283997,724.471,0.081
